Taxpayer_ID,Business_Name,Tax_Year,Tax_Type,Industry,City,Reported_Revenue,Reported_Deductions,Taxable_Income,Tax_Paid,Expected_Tax,Estimated_Tax_Gap,Number_of_Employees,Filing_Status,Previously_Audited,Prior_Audit_Result,Industry_Avg_Revenue,Revenue_Ratio,Compliance_Flag
MA-012732,Eastern Construction Group,2022,Income,Construction,Chelsea,1150397.35,421016.05,729381.31,54143.92,57475.77,3331.85,10,On Time,No,N/A,800000,1.438,Compliant
MA-012733,Coastal Professional Services Solutions,2022,Corporate,Real Estate,Boston,108396.79,34676.43,73720.36,7084.79,14566.51,7481.72,2,On Time,No,N/A,700000,0.1549,Suspicious
MA-012734,Cape Manufacturing Services,2025,Corporate,Construction,Fall River,849936.14,266922.63,583013.51,29619.38,35413.64,5794.27,12,Not Filed,No,N/A,800000,1.0624,Compliant
MA-012735,Colonial Retail Associates,2024,Income,Restaurant,Fall River,240144.28,62734.38,177409.9,13003.57,24390.47,11386.9,5,On Time,No,N/A,450000,0.5337,Underpaid
MA-012736,Harbor Professional Services Corp,2022,Sales/Use,Manufacturing,New Bedford,2191835.09,781672.73,1410162.36,88135.15,116844.65,28709.5,30,On Time,No,N/A,1500000,1.4612,Compliant
MA-012737,Valley Real Estate Associates,2025,Sales/Use,Auto Repair,Boston,221477.07,86820.36,134656.71,8416.04,12545.82,4129.77,1,On Time,No,N/A,300000,0.7383,Underpaid
MA-012738,Atlantic Manufacturing Inc,2024,Rooms Occupancy,Retail,Chelsea,551162.82,228661.38,322501.44,18543.83,21769.77,3225.94,15,On Time,Yes,Compliant,600000,0.9186,Compliant
MA-012739,Atlantic Healthcare Holdings,2025,Meals,Construction,New Bedford,778970.62,275388.64,503581.98,35250.74,42070.17,6819.43,9,Not Filed,No,N/A,800000,0.9737,Compliant
MA-012740,Patriot Manufacturing LLC,2023,Corporate,Restaurant,Cambridge,375504.89,133152.95,242351.94,24826.27,26095.3,1269.03,10,Not Filed,No,N/A,450000,0.8345,Compliant
MA-012741,Summit Healthcare Solutions,2024,Corporate,Restaurant,Quincy,520346.3,205548.65,314797.64,17289.67,32233.04,14943.38,11,On Time,No,N/A,450000,1.1563,Underpaid
MA-012742,Valley Auto Repair Inc,2022,Income,Retail,Somerville,600569.65,237179.0,363390.65,36789.75,48883.33,12093.58,7,On Time,No,N/A,600000,1.0009,Compliant
MA-012743,Coastal Retail Inc,2023,Income,Hospitality,Lowell,39801.54,10955.16,28846.39,2547.13,4374.81,1827.68,4,On Time,Yes,Underpaid,350000,0.1137,Underpaid
MA-012744,Southern Healthcare Holdings,2022,Income,Restaurant,Boston,467668.06,89050.92,378617.14,25869.15,24587.96,0.0,8,On Time,No,N/A,450000,1.0393,Compliant
MA-012745,Liberty Auto Repair Ventures,2023,Sales/Use,Healthcare,Cambridge,925171.83,271514.05,653657.78,40853.61,38164.11,0.0,9,Late,Yes,Compliant,1200000,0.771,Compliant
MA-012746,Northern Restaurant Partners,2025,Sales/Use,Real Estate,Worcester,585623.51,106198.17,479425.34,29964.08,28657.56,0.0,12,On Time,Yes,Compliant,700000,0.8366,Compliant
MA-012747,Valley Healthcare Enterprise,2022,Income,Restaurant,Brockton,382743.51,99481.19,283262.32,33199.2,34974.7,1775.5,15,On Time,No,N/A,450000,0.8505,Compliant
MA-012748,Commonwealth Healthcare Solutions,2023,Special Fuels,Restaurant,Cambridge,375184.78,96498.35,278686.42,66884.74,86333.71,19448.97,1,On Time,No,N/A,450000,0.8337,Underpaid
MA-012749,Summit Manufacturing Partners,2022,Corporate,Construction,Lowell,622372.52,197784.19,424588.33,38528.77,51865.71,13336.94,6,On Time,No,N/A,800000,0.778,Underpaid
MA-012750,Northern Restaurant Corp,2025,Corporate,Hospitality,Springfield,86504.07,30006.93,56497.15,3334.21,4129.86,795.65,9,Amended,No,N/A,350000,0.2472,Compliant
MA-012751,Colonial Construction Solutions,2023,Sales/Use,Healthcare,Chelsea,1412946.61,365068.41,1047878.2,65492.39,67824.38,2331.99,21,On Time,No,N/A,1200000,1.1775,Compliant
MA-012752,Pilgrim Auto Repair Partners,2022,Corporate,Professional Services,Springfield,541649.72,126835.3,414814.42,36378.63,31139.29,0.0,1,Late,Yes,Underpaid,500000,1.0833,Compliant
MA-012753,Pilgrim Hospitality LLC,2022,Corporate,Healthcare,Springfield,658638.85,194521.08,464117.77,33569.58,57057.1,23487.52,16,On Time,No,N/A,1200000,0.5489,Underpaid
MA-012754,Cape Real Estate Enterprise,2024,Corporate,Healthcare,Fall River,436441.32,183374.43,253066.89,27307.62,61387.65,34080.03,1,On Time,No,N/A,1200000,0.3637,Underpaid
MA-012755,Patriot Hospitality Ventures,2024,Sales/Use,Healthcare,Springfield,1110994.6,449099.56,661895.03,41368.44,46495.81,5127.37,13,On Time,Yes,Underpaid,1200000,0.9258,Compliant
MA-012756,Federal Retail Solutions,2024,Income,Professional Services,Somerville,317668.44,113101.05,204567.38,15188.22,27780.21,12591.99,10,On Time,No,N/A,500000,0.6353,Underpaid
MA-012757,Pilgrim Retail Ventures,2024,Corporate,Retail,Boston,759464.04,231518.49,527945.55,48330.09,51106.43,2776.34,10,Late,No,N/A,600000,1.2658,Compliant
MA-012758,Federal Retail LLC,2023,Corporate,Real Estate,Quincy,841545.18,327964.58,513580.61,53083.7,87111.9,34028.19,4,Late,Yes,Fraud,700000,1.2022,Underpaid
MA-012759,Eastern Professional Services Partners,2024,Income,Professional Services,Boston,568656.7,114946.18,453710.52,35469.85,32904.33,0.0,10,Late,No,N/A,500000,1.1373,Compliant
MA-012760,Northern Professional Services Associates,2024,Rooms Occupancy,Construction,New Bedford,436439.47,106136.64,330302.83,18992.41,18820.0,0.0,1,Not Filed,No,N/A,800000,0.5455,Compliant
MA-012761,Coastal Manufacturing Group,2025,Income,Construction,Worcester,601986.78,180156.3,421830.48,41634.37,41938.15,303.78,3,Late,No,N/A,800000,0.7525,Compliant
MA-012762,Patriot Manufacturing Partners,2025,Special Fuels,Restaurant,Fall River,543703.28,157115.67,386587.61,92781.03,113584.31,20803.29,3,Late,No,N/A,450000,1.2082,Compliant
MA-012763,Pilgrim Restaurant Ventures,2023,Income,Retail,Fall River,425435.27,131473.74,293961.53,35108.25,34564.03,0.0,2,On Time,No,N/A,600000,0.7091,Compliant
MA-012764,Cape Real Estate Holdings,2023,Sales/Use,Retail,Brockton,861659.59,261968.57,599691.02,37480.69,42719.48,5238.79,10,Late,No,N/A,600000,1.4361,Compliant
MA-012765,Patriot Healthcare Associates,2023,Corporate,Healthcare,Quincy,1103886.55,172978.33,930908.22,102265.03,102352.23,87.2,13,On Time,No,N/A,1200000,0.9199,Compliant
MA-012766,Bay State Construction Corp,2024,Corporate,Professional Services,Boston,715303.28,183963.08,531340.2,40661.81,43485.84,2824.03,5,On Time,No,N/A,500000,1.4306,Compliant
MA-012767,Metro Restaurant Corp,2025,Sales/Use,Restaurant,Springfield,673447.7,194012.37,479435.33,29964.71,32788.61,2823.9,9,On Time,No,N/A,450000,1.4966,Compliant
MA-012768,Atlantic Construction Group,2024,Sales/Use,Retail,Springfield,445594.55,111033.74,334560.8,20910.05,27473.35,6563.3,19,Not Filed,No,N/A,600000,0.7427,Underpaid
MA-012769,Colonial Professional Services Co,2022,Income,Hospitality,Lowell,214692.77,86046.75,128646.02,14545.82,18230.71,3684.89,1,On Time,Yes,Compliant,350000,0.6134,Compliant
MA-012770,Pioneer Auto Repair Enterprise,2023,Sales/Use,Restaurant,New Bedford,255288.05,44066.86,211221.19,13201.32,11848.58,0.0,8,Late,No,N/A,450000,0.5673,Compliant
MA-012771,Cape Professional Services Ventures,2023,Rooms Occupancy,Professional Services,Springfield,577440.59,202642.62,374797.97,21550.88,36376.55,14825.67,18,Late,No,N/A,500000,1.1549,Underpaid
MA-012772,Patriot Professional Services Solutions,2024,Special Fuels,Restaurant,Springfield,640632.14,148011.91,492620.23,118228.85,124944.33,6715.48,6,Late,No,N/A,450000,1.4236,Compliant
MA-012773,Liberty Healthcare Holdings,2024,Meals,Restaurant,Worcester,321454.32,99841.96,221612.36,15512.87,22661.91,7149.04,1,On Time,No,N/A,450000,0.7143,Underpaid
MA-012774,Commonwealth Manufacturing Services,2022,Income,Professional Services,Lowell,896965.11,218216.75,678748.36,35429.28,31215.23,0.0,13,Amended,Yes,Compliant,500000,1.7939,Compliant
MA-012775,Pilgrim Professional Services Corp,2022,Corporate,Retail,Boston,416277.57,104060.16,312217.41,29703.98,35715.62,6011.64,12,On Time,Yes,Underpaid,600000,0.6938,Underpaid
MA-012776,Commonwealth Manufacturing Ventures,2022,Rooms Occupancy,Manufacturing,Worcester,503143.4,197478.03,305665.37,17575.76,45335.89,27760.13,14,On Time,No,N/A,1500000,0.3354,Suspicious
MA-012777,Cape Manufacturing Services,2024,Corporate,Manufacturing,Lynn,1411200.69,332453.86,1078746.83,122634.41,118428.14,0.0,20,Late,No,N/A,1500000,0.9408,Compliant
MA-012778,Valley Auto Repair Ventures,2022,Corporate,Healthcare,Boston,1178337.76,357401.9,820935.85,48845.82,55243.68,6397.85,7,On Time,No,N/A,1200000,0.9819,Compliant
MA-012779,Harbor Auto Repair Co,2024,Corporate,Real Estate,Lowell,739393.89,291818.37,447575.52,40001.19,43006.06,3004.87,14,On Time,No,N/A,700000,1.0563,Compliant
MA-012780,Valley Manufacturing Services,2023,Sales/Use,Professional Services,Springfield,275722.74,54358.19,221364.56,13835.28,24053.93,10218.64,10,On Time,No,N/A,500000,0.5514,Underpaid
MA-012781,Central Real Estate Partners,2022,Corporate,Retail,Boston,410112.11,166640.98,243471.13,26050.96,34368.94,8317.97,4,On Time,No,N/A,600000,0.6835,Compliant
MA-012782,Central Restaurant Enterprise,2025,Sales/Use,Retail,Boston,231944.72,83963.63,147981.09,9248.82,23477.86,14229.04,9,On Time,Yes,Underpaid,600000,0.3866,Suspicious
MA-012783,Cape Professional Services Ventures,2023,Income,Restaurant,Boston,329832.24,73868.43,255963.81,24169.0,32129.33,7960.33,9,On Time,No,N/A,450000,0.733,Underpaid
MA-012784,Bay State Retail Services,2024,Corporate,Auto Repair,Lynn,392044.35,158914.78,233129.57,21309.7,29782.6,8472.9,8,On Time,No,N/A,300000,1.3068,Compliant
MA-012785,Commonwealth Hospitality LLC,2024,Corporate,Retail,Lynn,504003.8,208029.57,295974.23,18389.19,28672.97,10283.78,3,On Time,No,N/A,600000,0.84,Underpaid
MA-012786,Valley Real Estate Inc,2023,Sales/Use,Construction,Quincy,769812.69,148973.94,620838.75,38802.42,35634.98,0.0,7,Late,No,N/A,800000,0.9623,Compliant
MA-012787,Beacon Hospitality LLC,2023,Income,Restaurant,Chelsea,415047.98,95953.75,319094.24,16633.73,14884.68,0.0,3,On Time,No,N/A,450000,0.9223,Compliant
MA-012788,Liberty Hospitality Inc,2024,Corporate,Retail,Lynn,393163.3,68346.14,324817.15,19032.3,20046.56,1014.26,1,On Time,Yes,Compliant,600000,0.6553,Compliant
MA-012789,Metro Professional Services LLC,2023,Sales/Use,Hospitality,Boston,274657.28,69090.86,205566.42,12847.9,13131.92,284.01,4,On Time,No,N/A,350000,0.7847,Compliant
MA-012790,Eastern Real Estate Group,2025,Rooms Occupancy,Auto Repair,Somerville,164877.02,38230.41,126646.62,7282.18,7681.44,399.26,2,Not Filed,No,N/A,300000,0.5496,Compliant
MA-012791,Commonwealth Professional Services Solutions,2025,Meals,Professional Services,Boston,837035.26,367472.7,469562.56,32869.38,42935.41,10066.03,15,Late,No,N/A,500000,1.6741,Compliant
MA-012792,Colonial Construction Solutions,2022,Special Fuels,Healthcare,Boston,1855506.64,699483.52,1156023.13,277445.55,372876.04,95430.48,25,On Time,No,N/A,1200000,1.5463,Compliant
MA-012793,Coastal Retail Ventures,2025,Special Fuels,Healthcare,Worcester,1715359.35,685105.49,1030253.86,247260.93,322739.21,75478.28,17,On Time,No,N/A,1200000,1.4295,Compliant
MA-012794,Central Hospitality Inc,2022,Income,Retail,Worcester,473931.99,80401.62,393530.37,32160.22,32493.21,333.0,1,On Time,No,N/A,600000,0.7899,Compliant
MA-012795,Atlantic Healthcare Inc,2023,Sales/Use,Real Estate,Boston,616178.96,274028.11,342150.85,21384.43,45313.74,23929.32,20,On Time,No,N/A,700000,0.8803,Underpaid
MA-012796,Federal Auto Repair Associates,2024,Income,Hospitality,Worcester,136181.78,48386.64,87795.15,7179.08,15480.72,8301.64,2,On Time,No,N/A,350000,0.3891,Suspicious
MA-012797,Commonwealth Retail Group,2023,Income,Professional Services,Quincy,368220.93,107380.83,260840.11,16197.52,16691.84,494.32,6,On Time,No,N/A,500000,0.7364,Compliant
MA-012798,Summit Auto Repair LLC,2024,Meals,Restaurant,Boston,627599.03,155019.91,472579.12,33080.54,33232.91,152.37,1,On Time,Yes,Compliant,450000,1.3947,Compliant
MA-012799,Harbor Professional Services Corp,2025,Sales/Use,Restaurant,Worcester,526224.33,83599.59,442624.74,27664.05,26099.15,0.0,5,On Time,Yes,Underpaid,450000,1.1694,Compliant
MA-012800,Summit Hospitality Ventures,2022,Corporate,Construction,Boston,820358.78,164719.84,655638.94,69281.8,69981.94,700.14,12,On Time,No,N/A,800000,1.0254,Compliant
MA-012801,Beacon Professional Services Services,2025,Corporate,Auto Repair,Boston,289091.31,71510.37,217580.94,21278.12,21513.74,235.62,2,On Time,No,N/A,300000,0.9636,Compliant
MA-012802,Liberty Healthcare Co,2024,Income,Healthcare,Chelsea,759298.62,319191.74,440106.89,34045.73,62554.61,28508.89,18,On Time,No,N/A,1200000,0.6327,Underpaid
MA-012803,Pioneer Hospitality Associates,2024,Corporate,Restaurant,Boston,526514.95,100195.81,426319.14,30521.26,24101.43,0.0,7,On Time,No,N/A,450000,1.17,Compliant
MA-012804,Liberty Restaurant Inc,2022,Corporate,Healthcare,Fall River,684797.6,124505.56,560292.04,62400.8,61455.35,0.0,6,Not Filed,No,N/A,1200000,0.5707,Compliant
MA-012805,Bay State Professional Services Partners,2024,Meals,Retail,Quincy,416578.15,156486.36,260091.79,18206.43,42271.53,24065.11,9,On Time,No,N/A,600000,0.6943,Suspicious
MA-012806,Southern Auto Repair Services,2025,Sales/Use,Restaurant,Chelsea,456050.94,191318.58,264732.36,16545.77,22664.53,6118.76,15,On Time,No,N/A,450000,1.0134,Underpaid
MA-012807,Pioneer Auto Repair Enterprise,2022,Special Fuels,Construction,Lowell,757016.45,259150.9,497865.56,119487.73,174562.61,55074.88,14,On Time,No,N/A,800000,0.9463,Underpaid
MA-012808,Colonial Retail Group,2025,Income,Restaurant,Springfield,371653.4,61588.72,310064.68,36491.84,34899.56,0.0,1,On Time,No,N/A,450000,0.8259,Compliant
MA-012809,Liberty Restaurant Associates,2023,Income,Hospitality,Springfield,0.0,0.0,0.0,0.0,12820.47,12820.47,2,Not Filed,No,N/A,350000,0.0,Non-Filer
MA-012810,Central Manufacturing LLC,2022,Corporate,Construction,Chelsea,943372.97,192004.96,751368.01,60295.53,52293.7,0.0,10,Late,No,N/A,800000,1.1792,Compliant
MA-012811,Patriot Professional Services Solutions,2023,Meals,Manufacturing,Brockton,925655.41,196704.4,728951.01,51026.57,73298.12,22271.55,7,Not Filed,No,N/A,1500000,0.6171,Underpaid
MA-012812,Northern Healthcare LLC,2023,Corporate,Restaurant,Springfield,294384.69,113081.56,181303.13,14875.64,18984.86,4109.23,6,On Time,No,N/A,450000,0.6542,Compliant
MA-012813,Coastal Restaurant Co,2024,Income,Manufacturing,Boston,2244706.24,727509.61,1517196.62,159174.61,168017.83,8843.22,28,On Time,No,N/A,1500000,1.4965,Compliant
MA-012814,Pioneer Hospitality Ventures,2025,Corporate,Retail,Cambridge,407098.99,85757.6,321341.39,36537.44,63217.36,26679.93,13,On Time,No,N/A,600000,0.6785,Underpaid
MA-012815,Coastal Manufacturing Group,2023,Corporate,Retail,Lowell,447990.76,139249.71,308741.05,28761.47,29124.19,362.72,7,On Time,No,N/A,600000,0.7467,Compliant
MA-012816,Summit Professional Services LLC,2022,Corporate,Construction,New Bedford,551501.52,165238.63,386262.9,44692.51,55503.33,10810.82,11,On Time,No,N/A,800000,0.6894,Compliant
MA-012817,Federal Retail Enterprise,2022,Income,Retail,Quincy,653455.05,193723.45,459731.6,32926.46,29792.75,0.0,9,Late,No,N/A,600000,1.0891,Compliant
MA-012818,Cape Real Estate Enterprise,2025,Sales/Use,Healthcare,Boston,604019.16,249155.42,354863.73,22178.98,37068.91,14889.92,14,On Time,No,N/A,1200000,0.5033,Underpaid
MA-012819,Northern Restaurant Partners,2024,Meals,Professional Services,Fall River,596164.91,111233.48,484931.43,33945.2,50248.56,16303.36,5,Not Filed,No,N/A,500000,1.1923,Underpaid
MA-012820,Coastal Hospitality Ventures,2025,Income,Professional Services,Worcester,419688.74,76655.36,343033.38,34777.04,33340.06,0.0,6,On Time,No,N/A,500000,0.8394,Compliant
MA-012821,Northern Auto Repair Co,2023,Sales/Use,Construction,New Bedford,1058065.43,341620.28,716445.15,44777.82,47455.18,2677.35,10,On Time,No,N/A,800000,1.3226,Compliant
MA-012822,Southern Auto Repair Services,2024,Income,Hospitality,Brockton,50993.38,9529.49,41463.89,4572.7,4534.1,0.0,7,Late,No,N/A,350000,0.1457,Compliant
MA-012823,Bay State Construction Services,2024,Corporate,Retail,Worcester,429691.49,171453.06,258238.43,24964.62,60195.25,35230.62,1,On Time,No,N/A,600000,0.7162,Underpaid
MA-012824,Summit Restaurant LLC,2024,Income,Professional Services,Springfield,282438.45,117941.47,164496.98,12852.29,20944.67,8092.38,12,On Time,No,N/A,500000,0.5649,Underpaid
MA-012825,Patriot Healthcare Ventures,2025,Rooms Occupancy,Construction,Springfield,610907.01,223514.38,387392.63,22275.08,54865.17,32590.09,20,Late,No,N/A,800000,0.7636,Suspicious
MA-012826,Liberty Real Estate Co,2023,Sales/Use,Construction,Springfield,487605.85,166872.47,320733.38,20045.84,34219.14,14173.3,9,On Time,No,N/A,800000,0.6095,Underpaid
MA-012827,Metro Retail Corp,2024,Income,Hospitality,Lynn,334937.67,103417.34,231520.33,21191.04,22940.25,1749.21,9,On Time,No,N/A,350000,0.957,Compliant
MA-012828,Atlantic Real Estate Partners,2023,Income,Construction,Worcester,384778.2,137636.12,247142.08,19521.95,30917.27,11395.33,2,On Time,No,N/A,800000,0.481,Underpaid
MA-012829,Federal Hospitality Services,2025,Income,Healthcare,Fall River,1652298.31,317088.92,1335209.4,105537.61,83426.81,0.0,19,On Time,No,N/A,1200000,1.3769,Compliant
MA-012830,Pilgrim Hospitality LLC,2024,Meals,Restaurant,Boston,669662.35,301312.82,368349.53,25784.47,31531.1,5746.63,4,On Time,No,N/A,450000,1.4881,Compliant
MA-012831,Central Manufacturing LLC,2022,Income,Manufacturing,Quincy,1451057.94,436086.8,1014971.15,73724.29,79730.79,6006.51,13,On Time,No,N/A,1500000,0.9674,Compliant
MA-012832,Pioneer Hospitality Associates,2025,Income,Restaurant,Worcester,447137.76,128434.83,318702.93,21578.3,23183.03,1604.74,1,On Time,No,N/A,450000,0.9936,Compliant
MA-012833,Coastal Real Estate Ventures,2023,Corporate,Retail,Boston,289775.2,64463.61,225311.58,16771.48,28819.26,12047.78,1,On Time,No,N/A,600000,0.483,Underpaid
MA-012834,Pioneer Healthcare Partners,2023,Income,Healthcare,Somerville,1508685.55,563290.26,945395.29,76213.44,95283.89,19070.45,22,Late,No,N/A,1200000,1.2572,Compliant
MA-012835,Bay State Construction LLC,2025,Rooms Occupancy,Healthcare,Boston,520590.87,233201.7,287389.17,16524.88,20297.26,3772.38,13,On Time,No,N/A,1200000,0.4338,Compliant
MA-012836,Eastern Auto Repair Corp,2024,Corporate,Construction,Worcester,930210.49,194207.35,736003.14,78104.31,117252.08,39147.77,19,On Time,No,N/A,800000,1.1628,Underpaid
MA-012837,Valley Real Estate Ventures,2022,Corporate,Restaurant,Cambridge,351501.35,112261.39,239239.97,26003.47,25871.66,0.0,18,Not Filed,Yes,Underpaid,450000,0.7811,Compliant
MA-012838,Atlantic Restaurant Inc,2025,Rooms Occupancy,Restaurant,Lowell,259382.14,87164.13,172218.01,9902.54,9841.67,0.0,3,On Time,No,N/A,450000,0.5764,Compliant
MA-012839,Beacon Hospitality Holdings,2025,Income,Hospitality,Brockton,381803.84,149092.65,232711.19,22011.2,25850.89,3839.69,11,On Time,No,N/A,350000,1.0909,Compliant
MA-012840,Coastal Professional Services Solutions,2024,Corporate,Hospitality,New Bedford,233994.85,41687.39,192307.47,14146.28,22223.29,8077.01,2,On Time,No,N/A,350000,0.6686,Underpaid
MA-012841,Pilgrim Professional Services Holdings,2022,Sales/Use,Retail,Boston,394662.39,74381.24,320281.15,20017.57,20536.39,518.82,3,On Time,No,N/A,600000,0.6578,Compliant
MA-012842,Pioneer Real Estate Enterprise,2025,Income,Real Estate,Boston,213830.75,85843.48,127987.28,6986.6,19460.36,12473.76,5,On Time,No,N/A,700000,0.3055,Suspicious
MA-012843,Northern Real Estate Associates,2024,Income,Restaurant,Worcester,374869.0,140084.4,234784.6,15229.32,16034.71,805.39,1,On Time,No,N/A,450000,0.833,Compliant
MA-012844,Patriot Professional Services Co,2025,Sales/Use,Construction,Brockton,1153281.1,445536.07,707745.03,44234.06,61238.53,17004.46,12,On Time,No,N/A,800000,1.4416,Compliant
MA-012845,Central Healthcare Services,2023,Sales/Use,Restaurant,Cambridge,161701.78,69302.92,92398.86,5774.93,11344.27,5569.35,2,On Time,No,N/A,450000,0.3593,Underpaid
MA-012846,Atlantic Construction Ventures,2024,Corporate,Healthcare,Boston,1181602.13,303778.51,877823.62,102082.94,111684.35,9601.4,6,On Time,No,N/A,1200000,0.9847,Compliant
MA-012847,Harbor Auto Repair Ventures,2023,Rooms Occupancy,Auto Repair,Worcester,346202.01,77590.43,268611.58,15445.17,15451.42,6.25,1,On Time,No,N/A,300000,1.154,Compliant
MA-012848,Pioneer Real Estate Partners,2025,Income,Professional Services,Boston,773158.93,129628.4,643530.54,61081.85,62001.98,920.13,12,On Time,No,N/A,500000,1.5463,Compliant
MA-012849,Northern Hospitality Associates,2025,Sales/Use,Hospitality,Lowell,124392.17,41535.82,82856.35,5178.52,12702.19,7523.67,1,On Time,No,N/A,350000,0.3554,Suspicious
MA-012850,Cape Manufacturing Services,2023,Corporate,Hospitality,Brockton,348583.63,115348.54,233235.1,21517.6,26188.52,4670.93,7,Amended,No,N/A,350000,0.996,Compliant
MA-012851,Summit Auto Repair LLC,2025,Income,Restaurant,Chelsea,459003.99,112234.49,346769.49,33552.39,35939.27,2386.89,4,On Time,No,N/A,450000,1.02,Compliant
MA-012852,Metro Healthcare Ventures,2023,Income,Restaurant,Fall River,168582.98,58335.34,110247.64,10705.95,32538.19,21832.23,2,On Time,Yes,Fraud,450000,0.3746,Suspicious
MA-012853,Liberty Hospitality LLC,2023,Income,Hospitality,Boston,318812.02,119434.83,199377.19,17832.28,19089.12,1256.84,1,On Time,No,N/A,350000,0.9109,Compliant
MA-012854,Atlantic Hospitality Solutions,2022,Meals,Retail,Boston,768133.2,320125.09,448008.12,31360.57,42375.73,11015.16,11,On Time,No,N/A,600000,1.2802,Compliant
MA-012855,Southern Real Estate Associates,2025,Corporate,Retail,Boston,425553.96,180775.55,244778.41,15466.29,19692.31,4226.02,15,On Time,No,N/A,600000,0.7093,Compliant
MA-012856,Bay State Manufacturing Corp,2025,Rooms Occupancy,Restaurant,Chelsea,463722.92,189263.89,274459.03,15781.39,19194.93,3413.53,1,On Time,No,N/A,450000,1.0305,Compliant
MA-012857,Eastern Construction Ventures,2025,Corporate,Construction,Worcester,1036839.12,299393.87,737445.25,38307.85,43495.48,5187.64,15,On Time,No,N/A,800000,1.296,Compliant
MA-012858,Cape Real Estate Ventures,2025,Sales/Use,Professional Services,Boston,0.0,0.0,0.0,0.0,24228.06,24228.06,5,Not Filed,No,N/A,500000,0.0,Non-Filer
MA-012859,Valley Auto Repair Solutions,2025,Corporate,Auto Repair,Fall River,338583.64,71510.18,267073.46,31541.57,28474.1,0.0,3,On Time,No,N/A,300000,1.1286,Compliant
MA-012860,Atlantic Auto Repair Co,2025,Sales/Use,Construction,Boston,986469.57,315567.61,670901.96,41931.37,40325.47,0.0,2,On Time,No,N/A,800000,1.2331,Compliant
MA-012861,Southern Healthcare Holdings,2023,Meals,Manufacturing,Boston,764749.16,245339.69,519409.47,36358.66,69244.02,32885.36,24,On Time,No,N/A,1500000,0.5098,Underpaid
MA-012862,Liberty Auto Repair Ventures,2023,Income,Retail,Boston,428391.73,98388.54,330003.19,24657.46,22238.0,0.0,2,Not Filed,No,N/A,600000,0.714,Compliant
MA-012863,Valley Real Estate Ventures,2023,Sales/Use,Hospitality,Boston,283508.69,54767.23,228741.46,14296.34,14147.0,0.0,1,On Time,No,N/A,350000,0.81,Compliant
MA-012864,Valley Retail Ventures,2022,Income,Restaurant,Brockton,119830.71,23106.12,96724.59,4945.52,4215.04,0.0,1,Late,No,N/A,450000,0.2663,Compliant
MA-012865,Pioneer Construction Enterprise,2023,Special Fuels,Manufacturing,Worcester,1547433.84,272479.53,1274954.31,305989.04,245406.23,0.0,19,On Time,No,N/A,1500000,1.0316,Compliant
MA-012866,Federal Auto Repair LLC,2024,Rooms Occupancy,Auto Repair,Chelsea,289692.37,94872.61,194819.76,11202.14,12876.07,1673.93,3,On Time,No,N/A,300000,0.9656,Compliant
MA-012867,Patriot Healthcare Ventures,2024,Rooms Occupancy,Auto Repair,Springfield,407260.49,67234.32,340026.17,19551.5,15141.82,0.0,4,On Time,No,N/A,300000,1.3575,Compliant
MA-012868,Northern Construction Co,2025,Special Fuels,Retail,Springfield,481856.56,171196.49,310660.08,74558.42,98863.93,24305.51,4,On Time,No,N/A,600000,0.8031,Compliant
MA-012869,Liberty Restaurant Inc,2023,Corporate,Professional Services,Boston,154043.67,38217.28,115826.39,10488.04,42852.65,32364.61,14,Late,No,N/A,500000,0.3081,Suspicious
MA-012870,Beacon Real Estate Ventures,2025,Income,Restaurant,Cambridge,366707.74,140602.5,226105.24,16487.05,18240.66,1753.6,4,Late,No,N/A,450000,0.8149,Compliant
MA-012871,Harbor Construction Holdings,2025,Sales/Use,Retail,Lynn,645347.69,282844.91,362502.78,22656.42,29397.11,6740.69,3,Late,No,N/A,600000,1.0756,Compliant
MA-012872,Harbor Real Estate LLC,2024,Sales/Use,Restaurant,Fall River,171768.29,46261.89,125506.41,7844.15,23808.59,15964.44,1,On Time,Yes,Compliant,450000,0.3817,Suspicious
MA-012873,Summit Retail Enterprise,2022,Income,Healthcare,New Bedford,492485.91,154970.17,337515.74,34778.5,35553.73,775.23,7,Amended,No,N/A,1200000,0.4104,Compliant
MA-012874,Colonial Professional Services Inc,2023,Sales/Use,Real Estate,Lynn,633325.62,264000.6,369325.01,23082.81,26396.84,3314.02,8,Not Filed,No,N/A,700000,0.9048,Compliant
MA-012875,Northern Auto Repair Co,2024,Rooms Occupancy,Manufacturing,Lowell,1521958.51,418730.93,1103227.58,63435.59,71388.92,7953.34,13,On Time,No,N/A,1500000,1.0146,Compliant
MA-012876,Coastal Construction Services,2023,Special Fuels,Retail,Brockton,244262.33,76536.34,167725.99,40254.24,117112.74,76858.5,1,On Time,No,N/A,600000,0.4071,Suspicious
MA-012877,Pilgrim Auto Repair Partners,2023,Sales/Use,Restaurant,Springfield,262264.79,78194.37,184070.43,11504.4,27009.06,15504.66,1,Late,No,N/A,450000,0.5828,Suspicious
MA-012878,Beacon Hospitality Holdings,2023,Income,Real Estate,Chelsea,643602.75,115037.6,528565.15,54710.06,54849.07,139.01,2,Not Filed,Yes,Compliant,700000,0.9194,Compliant
MA-012879,Valley Restaurant Associates,2023,Income,Healthcare,Worcester,1465280.9,315116.38,1150164.52,62867.71,54362.95,0.0,16,Late,No,N/A,1200000,1.2211,Compliant
